,0
1205,Well motivation movie forever best acting form Suriya sir
1206,"Well motivation movie forever, best acting for Suriya sir"
1207,"Sudha Kongara has given us the perfect blend of emotions.A well crafted movie with Unbelievable perfomances. Suriya,Urvashi and Aparna Balamurali has nailed it with their performances.The script is excellent and the character of the protagonist Maran is very well written with great depth. The emotional scene at the airport showcasing the career best performance of suriya is bound to leave you in tears.Overall I'd say this is one of the best movies the indian film industry has ever produced"
1208,A sparrow cannot become an eagle but my son will change that!
1209,This movie praises his dream and his self belief. Surya a good acting after so long time.. he deserves everything for his acting and effort. Wonderful movie a must watch and thanks for the aprna who acted as surya's wife well supportive..
1210,"His hard work s brilliantly showed on the screen,Aparna Balamurali shines like a star in the film throughout. The film is very logical and has a wonderful content which was missing for quite a while in Kollywood films.. goosebumps on every emotional scene conveyed beautiful. This movie is a must watch with a very deep message on never to stop aiming high..! A complete pack and the team has given their best with no places to complain."
1211,"The movie is inspirational & dramatic take loosely based on Capt.gopinaths Simply fly.Overall the entire movie is well made with interesting & sometimes over dramatic scenes which we have been fed with in large doses all along in the normal tamil movies.
The movie however is surprisingly very interesting & keeps the audience captive lamost throughout.Really commendable performances by Suriya ,with great emotional depth ,something which has really stood out from the regular run of the mill commercial pot boilers or so called mass entertainers.Kudos suriya.
Another really fun and entertaining act was of course Aparna balamurali who has proved it Does not take stunning looks to hold the audience captive .Her acting as the ever loving ,strong headed ,village girl with bigger dreams are a treat to watch and an act equalling or superior to suriya.Hope i don't sound biased.!!!."
1212,"All these years we have waited to see Suriya in such a performance oriented role. Suriya just lived the character Nedumaran Rajangam. Top notch performance by each an every character. Whether it is female lead, mother or friend everybody lived in those characters.All praise to director Sudha Kongara. She has extracted the best from every artist including technical. No cliches or typical drama. A must watch movie.There are a lot to take form the story. But, most of all don't stop chasing your dream until you own it."
1213,"Suriya comeback flim 🔥 soorarai pottru is a perfect cast. And no one can tell that this character is only best in the movie. Its a great success for the flim. Not only cast, Music GV Prakash also done his best in this movie. Sudha kongra have nailed it."
1214,Superb movie....thu+++!12!2+2!?2(2)2...272+2+2(2.2.2.+2+2+2?2..2...27272+2(2.....2++2+2+2
1215,Epic movie 300000 percent better than Gunjan saxena everyone should wathe this movie and suriyais epic acting
1216,One of best movie I had ever seen.surya is living in this film.good film.must watch
1217,Motivational movie for youngsters. Must watch film in indian cinema or tamil cinema. Its going to remain a top class movie in suriya sir's filmography. Hats off to director and whole team.
1218,"A very good movie,,that's suryas best movie i have evar seen.."
1219,Everyone must watch this middle class man life....
1220,"Soorarai pottru....a complete fictional biopic of caption GR Gopinath based on the book of simply fly... During this pandamic time it's been release in OTT of amazon prime but it's a theatrical film..very well crafted by Sudha kongora...Amazing performance by Suriya he lived as Nedumaaran and also Aparna ,oorvasi ,karunaa kaali venkat mohan babau performancs too...Suriya deserve National award for sure for this film...one rupee wonder...very inspirational movie...enjoy with family..I Strongly recommend to witness Nedumaaran Rajangam journey... Movie of the year in 2020....Kudos to the team.... especially music and niketh wow.....music and visual was damn awesome"
1221,"One the best movies in tamil , and very motivating movies .............. And a fantastic act played by Suriya"
1222,What a story......No words.....the epic... suriya...He is living in his character....and alla others too.. there is no Surya...only maara..Really I enjoyed...Maara💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓
1223,Such an inspiring biopic story and role played by actor suriya sir has dominated this whole movie. It never bores you. This movie deserves to be nominated to Oscars. I repeatedly watched thrice on Amazon prime. Waiting to see in theaters.
1224,"Amazing Movie.... Surya is back with a bang... Urvasi's acting is tremendous...Director Sudha has done and amazing job in screenplay and direction... After Irudhi Suttru, has shown her class.Must watch Movie"
1225,"Very well made, excellent cast and great acting. Loved watching Surya and Aparna."
1226,One of best movie in recent times...hats off to the team...
1227,"Really miss the movie in theatre.....
If was in theatre i would be screaming heavily when I hear the sound of APJ....
Salute Sir"
1228,Such a inspiration movie all sectors did great surya and all team did great job.
1229,"Suriya acting is great,And the story is awesome 🔥.it's is one of great movie of this year not only in tamil cinema but in indian cinema 😎. It's inspiring story motivates and the direction is good."
1230,"Extraordinary movie, worth to watch 🔥🔥🔥🔥🔥 sooraraipotru.... absolutely no doubt Suriya is a King of versatile 🔥🔥🔥😍"
1231,"Best Movie of 2020 , must watch inspirational movie , that make you feel superb , Surya acting 🔥 uff , A best movie based on true story , watching worth it."
1232,Great movie. exceptional acting by suriya. everyone has done natural acting.
1233,Strong acting Strong story and good direction makes this movie awesome
1234,Good movie. Very good direction and acting. All the characters did their job superbly
1235,Every one should be watch this movie....inspiring movie very good action surya sir... u released from Amazon very good decision u give slapped to theaters owners.... vera level sir
1236,I am glad to say Surya is back! Also excellent casting and direction. After a long time loved a movie which exceeded all expectations and conveyed a very powerful message of 'Never give up and chase your dreams and nothing is impossible'
1237,"After a long gap surya is back, the acting of surya too good, no words about his acting. Aparna, who acts as a heroine is also too good. Tottaly the movie is excellent"
1238,Excellent Content And Wonderful Movie Best In Surya Career
1239,"A must watch movie for people... Wonderful treat for Diwali... Surya played a fantastic role, Soorai pottru rocks"
1240,"Never Give up your Dreams
Soorarai Pottru.... Watched in Amazon PrimeOne more need to watch on BigScreen with Whistle
Mass Acting
After long time peace begins with postive energyCongratulations to team Soorarai Pottru With Great Success ."
1241,"Suriya's acting is amazing, all the scenes are taken to next level"
1242,One of the best inspirational movie in Indian film industries. Great commitment from the actor Surya.
1243,"The screenplay was on point!
The performances from cast has taken the movie to a whole new level.
A watch worthy Suriya film after a long time."
1244,Soorarai pottru is one the good indian movies to be seen. With a new concept which includes all imotions .the direction is perfectly done .A big applause to Suriya and Aparna for such an excellent acting .it's a must watch motivational movie .
1245,Outstanding!!! Suriya's eye tells everything!!Soorarai Pootru Fly's High!!!!
1246,"Very super movie, surya anna, friends circle role super acting, all character very well and mohan babu sir acting very nice, i like that movie, songs super, background music very good, design and over all nice. Super👏👏👏"
1247,"The team have done a tremendous job and the Director of the movie took the best work from everyone who are all involved in movie. And once more Surya has proved it, The Role played by him can be possible only by him. He lived as Maara.GV Prakash nailed it in Songs and BGM. Good bundle of joy for this Diwali movie celebration. Worth to watch.Missed this on theatres but he finally launched in OTT (OTT la padatha irakku da Evan ena pandran nu na parkren🔥🔥🔥). Enjoyed movie with Home Theatre effects."
1248,"Well directed by Sudha Kongara....
Visually Expressive ,
inspirational and impactful drama ...👌
And what to say about Suriya Sir ,the way he lives in each and every frame shows the amount of hardwork and dedication that went along to build such character...That shows why he rated as one of the greatest actors in world Cinema...🔥👌🙏Credit should go to the entire cast and crew who worked so hard behind the camera to give us experience of such cinematic spectacle ....🙏"
1249,Really a great movie. Dialogues are very powerful and his acting was super. It's a great really they gave a Full effort to made this.
1250,"A big selute for the entire team, And @suriya sir please do movies with such story lines... Thank god the movie wasn't in a usual masala template, thank to the director Sudha K prasad mam for nailing it, keep doing such awesome movies"
1251,"One of the beautiful movie, my whole family loved to watch the film, no were it was not bored , each and every bit movie was awesome."
1252,After long days I've stared crying by watching this movie .
1253,Monster performance by suriya Anna 🔥 Unbelievable acting 💯.
1254,Suriya is one of the best actor of indian cinema.He speaks through eyes.Missed it watching in big screen.
1255,Brilliant story! Brilliant acting by Suriya and Aparna! Sudha Gongara- Hat's off ma'am!
1256,"Actually we don't know what really happened in G. R. Gopinath, but director sudha tells us to start the revolution in india to kill casteism, irrational and capitalism. This film is the beginning of revolution we should move on to get our rights to bring equity."
1257,An amazing story in every aspect. A must watch. Everything is on point. So good that I can't describe with my words. Loved it!😊
1258,If the nation fails to provide national award for suriya in the category of best Male Actor 2020..then ll loose faith in national awards.
1259,The best movie in 2020.. What a class acting by surya sir... story direction songs everything is top class..This corona virus took the theatre experience of this movie...
1260,"If you want to dream and achieve big, you need a motivations. So please watch this kind of movie. And Nadippin nayakan Surya sir's acting was extraordinary. No one can replace for his acting in this movie. I am damn sure that this movie will win oscar for surya sir's acting amd sudha mam screenplay."
1261,A phenomenal and intense acting by surya anna. Surya anna and sudha kongara sets a huge bench mark to Indian cinema. And this movie creates a huge impact towards me. And everyone must watch this film in Amazon prime.
1262,Surya and aparna both are stunning performance.. story screenplay really fabulous.. good work ..
1263,Super nice classic hit..love u surya..super movie..
1264,"What a wonderful movie!!! Must watch...
Hats off to Surya Annan..."
1265,This biopic will make you to search more about The deccan airways
1266,Awesome acting by Aparna n Suriya. Do watch the movie
1267,"Yeah i mean that. This film is amazing in every aspect what beautiful story , what engaging screenplay, what fantastic direction, what music and cherry on these what tremendous acting. Suriya has just nailed it🔥
Too good.Every actors has done a tremendous job.But what stand out for me is the message man , ""just don't give up"" no matter what. Truly Its an inspirational film ."
1268,"Surya portrayed an excellent performance. Perfect and suitable casting, all the artists who did their part in this movie deserves a huge appreciation for their natural and dedicated acting which made this movie even more worth. Few qualities of this movie is that no extra ordinary stunts, cliche romantic songs or scenes, indigestible counters/comedies, no lag. It's a pure inspirational classic piece of work. A handful of movies like this are enough for a year."
1269,A well directed and inspirational movie. Highly recommended for those who want to touch the sky!
1270,Congratulations to the entire team. Brilliant direction. The heroine's characterization needs a special mention. Missed this SURIYA big time. What a comeback😍😍
1271,Masterpiece 🌟🌟🌟🌟🌟... suriya GVP sudha this trio 🔥 Editing cinematography 👌 Story screenplay ❤ aparna 😍😍😍 B/W suriya and aparna 😘 #MustWatch ⭐⭐⭐⭐⭐
1272,"It's not just a movie to give rating, best of other movies I ever watched! This is the best time to watch soorarai pottru, after such negative times!"
1273,"Right from the beginning till the end, the movie doesn't let you idle at any point. I was able to witness the Surya from Vaaranam Aayiram, whom as a fan I was missing for years. Suriya scored in every single frame. His expression speaks so much and conveys a whole story. Top notch performance by Aparna, Karunas, Kaali... GV was simply too good. Song placements were perfect and did not let the movie's screenplay down. OVERALL, a must watch and will keep u subconsciously thinking about the film even after hours of watching. Only positive vibes from the movie. Please do not support piracy and support actor Suriya by watching it on Amazon Prime as it's totally worth it.Suriya is back, and stronger than before!!!"
1274,Watching this movie is 💯 percent worth.one of favourite
1275,"Legend is BackStory, Songs, And Acting marvelous...
Must watch.."
1276,"Suriya is Back.
Wonderful Acting
Wonderful Music
Wonderful Screenplay"
1277,There's no other way than fighting for your dream. An inspiring story of Gopinath during these tough times of our life.Vintage Suriya is back 🔥🔥
1278,"Nice movie with big star
Great feast for Surya fans
Nice inspiration to peopl that's it!!!"
1279,One of the best film that has been released on online platform during COVID. A film that makes the viewer travel with the emotions of the character of each and every actors in the movie. One of Surya's masterpiece after Ayan.
1280,Excellent movie... must watch...after a long time very good movie to watch in OTT please watch in amazon prime...avoid piracy.
1281,"OTT, had many Over the TOP TRASH from past 3 months, but now finally has this GEM to wipe all the previous disasters, god this is just a perfect movie with logic and emotion equally played out,. simply, this is the savior of TAMIL cinema 2020"
1282,The story is told in a way that you are a hero if you help one person to achieve their dream other yours. Help Each Other To Live Your Dreams.
1283,Heavily fictionalised and liberal cinematic liberties taken but this certainly deserved a ten star rating the guy gopinat is not a socialist but a businessman he sold out to mallaya and in the movie his wife said i would have poisoned you if u sold ROFLmax
1284,"It is about a guy doing his job and finding himself thrust into extraordinary circumstances, but suriyas acting skills is what elevates this movie to another level. A cocky, rule breaking, daredevil superpilot known as Maara starts a daring, no go startup (Kind of) known as Air Deccan. And it goes on. A lump in my throat began manifests itself sometime after the film began, and didn't go away to well past the time.Suriya deserves the most plaudits for presenting a powerful characterisation. A typically sturdy, no-nonsense directorial effort from Sudha, who tried to keep things overly neat and tidy. The movie is all about the great man remains great and very much the charismatic, triumphant individual. With admiration you can't take your eyes off Suriya.The movie is exceedingly well done, and Sudha, and GV at their finest. A feel good movie with an assortment of heroes, includes Aparna,Paresh,Urvashi,Mohan,Karunas. A wonderful and worthwhile film. Go see it. You won't regret. SURIYA IS BACK."
1285,"Inspiring, emotional and brilliant screenplay. I suggest everyone to watch the movie."
1286,"Every movie has a rotten spot due to some lack in something. But this movie is too perfect. Directors work will amaze the audience. From the main character to side roles each every cast has done their performance upto its extreme. Especially the main character maara, Actor suriya has lived through this and 100prcnt national award nominating performance. Watch the movie with the feel of maara and im sure itll be the best film uve watched"
1287,"Movie story and surya acting just amazing, it motivate more generation to grow up"
1288,"I never seen any movie like this. This movie has an extraordinary power that gives viewers an amazing experience .
Every actors and actress are really great
And a very talented director its story is very inspirational and heart touching
I've been waiting for this movie for months and i assure you #sooraraipottru became the one of my best movie . If you miss this movie it will be a lose for you"
1289,OMG suriyaisback with a bang . A MUST WATCH movie. Bollywood should learn something from south industry.
1290,"I have only one sentence to describe it that is ""this is how you make a biopic""
If you haven't watched go and watch it.suriya sir acting mind-blowing."
1291,"Wow best performance from acting beast suriya sir and good performance from all other crew.....best direction from Sudha
And music is lit....overall it is a perfect blockbuster of 2020"
1292,"Awesome performance by Suriya, Aparna and Urvashi."
1293,"This is truly an inspirational and strong motivational story. It can drive you crazy and make you run behind your dream definitely! This is based on autobiopic of Captain Gopinath from the book 'Simply fly'. When you see this movie you will surely don't believe one can't do things like when whole world is against him except his village, mom, wife and friends but Yes, this is truly happened.
To say deep into this movie, Suriya squeezed all his skills and gave the whole spell into this movie. He totally reformed as a poor normal man who fell on strangers for money, who asks money from his wife. Every scene is surrounded on this character. Aparna truly deserves lot, I just can't believe she learnt Madurai slang and dubbed her character. Sudha, the director gave equal weightage to all charcters from hero's mother to hero's in laws. I'm sure this movie will snatch all movie awards. GvPrakash gave an amusing music which controls our emotion, from emotional scene to class scene. He catched my heart. You will truly cry on seeing the sweetest part of movie at last.
I will say this movie should have released on theatres after sometime when normal conditions prevail, because this movie deserves a lot more like audience's whistle, applause and everything. This movie will be the best forever nothing can beat it. This movie is subjected to create a spark on you.
This movie catched my heart!"
1294,Awesome movie to watch and get inspire.Surya acting too good.
1295,I sow the move with thrilling and fully emotion. The movi making and casting is very well. And the inspiration is grate. Its a dream satisfying and strangles in it. Amaizing film must watsh
1296,Viewers will travel along with Surya in his journey in this movie
1297,"If pursuit of happiness is must watch movie. Then this movie also must watch movie. A dream of common man to take a common farmer in flight. And the acting of SURIYA sir will make you cry in many scenes. It will motivate everyone. And its a true story. You will get goosebumps in every frame. Hats of to director SUDHA mam. if Hollywood has PERSUIT OF HAPPINESS, we have SOORARAI POTTRU. There is a scene were maara begs for money to get the flight ticket to see his father who is deathbed, that scene will make everyone tear. Even if your heart is like a rock. Over all after seen the movie got motivated 100%."
1298,Everything about this movie is exceptional..! Right from the first scene you are hooked..! It's a rollercoaster ride with a lot of twists and turns and emotional scenes..! Simply loved it..!
1299,Surya Is Comeback Movie & Vera level performance Sudha mam Superb Hardwork 😃
1300,"A Brilliant film with great screen play, acting, story and direction"
1301,Sooper suriya. You were amazing. We love you and all the best. Each and every one in the film did real hard work.
1302,All time best for Surya in his career must watch film I'm 2020
1303,"1. Director Sudha Kongara has done a brilliant job in the screenplay and conveyed a message to the people to have the courage to change something.
2. Best screenplay and casting. All the characters are awesome and justified in their role.
3. Brilliant camera work and Music.
4. And at last classic acting by the hero, Suriya!
6. Motivational story and best movie in recent time.
7.💯 entertainment"
1304,"Actually this is the best movie I watched from suriya,
Hope this was released in theaters.
Definitely it'll have done a great box office from world wide"
1305,"Best movie of the year
He deserves a national award for his best acting"
1306,I am writing this just after watching the film.Its a true drawing of the indian methodology of exploiting the talented innovative minds just for satisfying the greed of some individuals. Great work by the entire team. I am conveying to the viewers that the ending was just altered to a happy mood just for the feel of movie even it was contrary for the protogonist in real life. However it inspired me a lot and of course it reminisce about the great man GR GOPINATH.
1307,This is an Inspiring Movie... Goosebumps.. All the students must watch this movie...and see how the indian Government is...
1308,Surya's best film ever........and it's amazing........best film in 2020.....
1309,Superb movie. Motivational one. This is one of the best performances from Suriya till date and he delivers most of them. And this is one of that.
1310,Such a wonderful 👏 movie i ever watched before hats off to best women Director... thank u Surya brother... thank you all the actor who worked for the wonderful project..
1311,"Best film ever happened in suriya's career
He's back with a bang"
1312,"Great come back for SuryaAwesome loved it. Good screen Play , acting nailed it"
1313,"If u are a Movie Lover,This Film For u ,This is Surya's Career best of Surya,There is no word to express my feeling while watching the film,Im not a surya fan but after this film I'm a big fan of surya Love U surya and sudha we expect more films like this in Future My Last word,""If u loose the Film You will loose the Gem of Tamil Cinema "" Thank You"
1314,"Such an inspirational and motivational movie.. perfect comeback for Suriya Sivakumar anna. Dialogues, emotions, acting of every lead character was perfect. Suriya being such a big star no mass entry and build up scenes but completely pure versatility. Every emotional scene is goosebumps guaranteed especially those emotions carried by suriya anna. All the female lead carried her role perfectly. This movie was supposed to be released on Big Screens."
1315,"Totally Amazing, Phenomenal Direction and Screenplay.....Fresh Plot and Very Engaging Story and Acting of whole cast. No a single Scene bored you completely satisfying from start till the end. Sudha Kongara has portraited this is the best ways and SURIYA's performance, not even a single bad opinion. It was totally awesome.. Goosebumps moment till the end of the movie. To mention maara's friends, his wife and mother characters were also lit. I wish this movie goes to highest peak victory!!. Big fan of Suriya!!! He always amazes his fan with his top notch acting skill and most of us were into the movie because Maara's character was one among us. He is a Tamilian, not being state biased but we saw him as we know him by heart & Paresh Rawal (Babu Bhaiya) is Love, he always bring something new to his character and always perform overstanding. Thanks Amazon Prime Video for bring such an excellent movie."
1316,Amazing. . Excellent. Superb 💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜
1317,"It's lovely when the hero of a film has a solid ambition. It's lovelier when the heroine has one, too. Maaran (Suriya) - based on Air Deccan founder GR Gopinath and his book, Simply Fly - wants to create a low-cost airline. Bommi (Aparna Balamurali) wants to run a bakery. The loveliest touch is when they make a pact (her suggestion) that their earnings go into a common pool. It's not his income or hers, but theirs. I don't think I've seen household financial decisions being depicted on screen ever, less so when the couple is yet to get hitched. The Maaran-Bommi scenes are the best thing about Soorarai Pottru, directed by Sudha Kongara. (She's a friend. I had a look at an early draft of the script.) Suriya has many big acting moments here, and his most brilliant one is in the scene where - despite that pre-marital pact - Maaran hesitates to ask Bommi for money. Her business is soaring. His is just not taking off. You can see him struggle to bring out the words, which seem stuck in his throat."
1318,"Suriya is finesse actor and he proved it once again. This movie brings back the memories of Pithamagam, Mounam pesiyadhe and Varanam aayiram and all his emotional movies. Movie is bit lengthy though but its good watch. All actors gave realistic performance without any glitch. All emotional scenes father son emotion, failures and how he rise from his downfall is very touchy to watch and you will surely fell in love with the character and his dedication."
1319,"Must watchable
If there's no politics this film had an Oscar too"
1320,"An inspiring story that revolutionized the aviation industry, lands as a cleverly packaged dramatic flick.Actor Surya has literally lived the character 'Nedumaaran' and in most of the scenes his eyes talk a lot. Definitely his best performance till date!Soorarai potru easily the best film of this decade, thani oruvan was my previous favourite, this has replaced that now.Sudha kongara - Wowww , chance less , the screenplay never bored us always kept us at the edge. I like technically correct films and this satisfies my appetite for such movies. Thanks a lot !Surya - What a man !! I have always been a great fan of surya , and this movie has only made me feel in awe for this man . The best movie for the man , pushing Varanam ayiram second.Aparna Balamurali - Great talent , sooperly sketched character.GV Prakash- The music track has been really good. But in my opinion Gv prakash BGM , could have been more eruptive in certain scenes, the only drawback I could say , that too only on comparison with the quality of the movie.Urvashi ,Karunas and others - they have done justice to the film , and all characters wer sooperly sketched.My humble suggestion , don't miss the film , I m already sooperly motivated.
Thanks team Soorari potru."
1321,"A world class flim SooraraiPottru ,GOAT ACTING BY SURIYA Anna, Thaarumaaru bgm , National Award Flim,Every one watch on Amazon Prime"
1322,"Soorarai Pottru, the film fully justifying its title. Suriya sir awesome performance. Emotionally superb one. Wait is over. We need this Suriya sir again and again. Such an inspiring story. No lagging, no unwanted conversations, no un-necessary sequences. Well Packed film. Hats off to Sudha mam. Aparna and Urvashi mam did their job very well. BGM and songs is the highlight. GVP did great job. Worth Watch. Watch it on Amazon Prime.Suriya anna love uuuuuu"
1323,"Wow wow wow... a must watch flim...The way the story goes is just fantastic, surya sir done a great job many hurdles, heart breaks and broken moments I just cried while seeing those scenes. Hats off to kongra mam. Whatever you do... Be stubborn. That's what the main theme here. The movie is just WOW. Friends please say NO to piracy... please watch it over amazon prime video🙏🙏💝."
1324,What an performance man from nadippin nayaganSimply the best of his carrier missed in theatresDop music art actress and everyone did their bestCan't find -ve this is what we want from suriyaSudha mam 👏👏👏Gopinath struggle is now known to the world with big impact tnx sir for ur dream and this storyBlockbuster vibes confirmed when they said sudha and suriya collaboration with an real life story
1325,Super excellent movie . Must watch movie. Excellent cinematography. Good production values . Asusual surya acting is super.
1326,"Superb movie
Well maked
Exciting
Well done team sp and Suriya and sudha kongara"
1327,"What a movie man!!!!! Take a bow..... hats off to the entire team.
A gripping tale of undying spirit and bravery...
Actor Suriya's Performance is at its best🔥🔥"
1328,Acting 🔥🔥🔥🔥🔥🔥 vere level. Suriya anna is back now. Some scenes are excellent . Gv prakash rocked it.
1329,Suriya sir has the best acting and just a man of buy a plane has a wonderful idea. Suriya sir has my Innovative hero.
1330,"It starts intense and gets you attention immediately as mara's world and his challenges start to unravel. No dream is big if you put your heart and soul into it. Thats the message from this true story inspired epic. Great acting and characters created.Sudha Kongra never fails to amaze us with her great stories and characters.Its worth the watch in cinemas but what the heck, watch it with you family in comfort via prime video. Just be careful of some vulgarities to come.INTENSE,INSPIRING,FIERY."
1331,"Great movie
very much inspiring
must watch
acting perfect"
1332,"Inspirational!!
Don't stop when you're tired. Stop when you're done."
1333,"The movie is truly inspiring and motivating. Hardwork of the hero to fulfill his aim. Not getting bored,"
1334,SooraraiPottru is a must watch movie..Suriya lived in a character MAARAN ..Awesome screenplay and great music.. Highly needed story to watch and get so much of positivity
1335,A movie which showed how difficult for a common man to establish a airways based on real story of captain Gopinad to make common people fly on sky.For sure this is a inspiration for modern innovative entrepreneurs.
1336,"Once again another movie proves that Indian Film makers lacking in developing quality content movies. This movie mentioned it inspires on life events of Captain Gopinath of Air deccan. What is totally disappointing in this movie it deals with poor storyline and emotional characters in this film. Example The villagers depositing their hard earned money to Surya bank account so he can buy aeroplanes! and what he does? He's very busy with romancing actress, dancing with buddies than his ambition plan to make people travel with minimum cost. Story lacks in narrating this plot clearly and potrays one sided story that rich people don't like poor people, unnecessarily targeting certain communities. Total waste movie will be Big Flop if released in Theaters."
1337,"We get it. They overcame obstacles to succeed. The movie is really good, but they just overdid with the twists."
1338,"What an waste of time.Asusual commercial Tamil cinema ,unnecessary songs and cheap villain.story was too dramatical and artificial.bad screenplay and predictable plot."
1339,"If you just look into the movie as for the acting and original story behind it then its real good, but when u look at this movie and forget that its a original story then its a average movie at best with poor screenplay, anyone could easily guess the next part of the movie in each sequence and sooner or later everyone knows that hero will achieve his goal as usual in most tamil movie, the main draw back is that there is no real story twist or new idea of any sort in any part of the movie.. everyone is saying superb acting by surya , yes he was real good but what about the story apart from that its a original story.. not special about it.."
1340,"It's a good movie,no doubt. Inspirational& Emotional story. But for some reason i didn't enjoy it as i expected. I guess it would have been a better theatre experience."
1341,"With Soorarai Pottru, writer-director Sudha Kongara once again shows that she can make strong underdog stories in the commercial format. I can confidently say that this is the Suriya movie that we've all been waiting for. As Nedumaaran (a.k.a Maara), he brings his A-game in every scene, whether it be romancing Sundari (Aparna Balamurali, in a memorable role), breaking into tears with his mother (played to great effect by Urvashi), or going neck-and-neck with Paresh Goswami (Paresh Rawal, as the baddie). Vijay Kumar's dialogues lend the screenplay a very natural, credible, and relatable flavor (""nee oru socialite, naan oru socialist"", ""nammaloda airline vaanathil parakkapora oru Udupi hotel"", and more).The supporting cast is an efficient lot here. Mohan Babu, Karunas, Vivek Prasanna, Kaali Venkat, Vinodhini Vaidyanathan, and Prakash Belawadi all get decently written scenes. Soorarai Pottru has more to do with Nedumaaran's quest to launch a low-cost airline that's accessible for every Indian, but it's also a solid family drama. The intricacies of Maaran's and Sundari's relationship are woven beautifully into the screenplay which moves at a brisk pace. Yes, it does have the mass masala moments and angles, but unlike in say a film like Kaappaan, they blend well to take the story forward rather than appearing tedious.Paresh Goswami feels a little like the corporate version of Hari Dada (from Pa. Ranjith's Kaala), despising the idea of poor people taking flights and foiling every move that Maaran makes. Suriya and Rawal play each other off well, making every scene of theirs worth a second viewing. But Goswami, on his own, is pretty dull and cardboard-like. He doesn't seem to have anything to look forward to, except ruining Maaran's life and this makes him one-note. The film also plays the safety card of letting us know in almost every frame depicting the IAF that it's all fictionalized, even with two disclaimers at the beginning and a closing card that says 'based on several true stories from low-cost aviation'.Coming to the technicalities, the CGI plane crash looks slightly messy (but not as bad as I was thinking it'd be) but the rest of the film holds up with its dazzling production design, glossy visuals (by Niketh Bommireddy), and mood-setting music (by G.V Prakash Kumar). Soorarai Pottru is one of those movies that could have been infinitely more enjoyable if experienced on the big screen purely owing to the big acting moments that Suriya, and to an extent Aparna, excel in. He is probably the only one among the present crop of Tamil superstars who can really add intensity to emotional scenes. For that and a mostly engaging narrative, Soorarai Pottru is worth sitting down for."
1342,It's just an overrated movie for me.Nothing special in this one.
1343,"It's not a commercial style movie, but it's a messed up style one.
Not entertaining, not realistic, it's a mixed up shots of scenes, trying to be a movie. Editing seems to be done in a hasty way, or if it's deliberate, then even worse.
One of the worst Suriya movies till now.
There are too many high rated (10/10) reviews, but beware of such.
Because it's not on cinemas, but on ott directly, some time will require for people's verdict to come out. It's a drag, and really boring movie to watch."
